Disease Name,TreeNumber
Bile Duct Neoplasms,C06.301.120.250
"Cholestasis, Extrahepatic",C06.130.120.135.150
Bile Reflux,C06.130.140
Bile Reflux,C06.405.748.240.140
Biliary Atresia,C06.130.120.123
Biliary Atresia,C06.198.125
Biliary Atresia,C16.131.314.125
Biliary Dyskinesia,C06.130.120.250.098
Biliary Fistula,C06.267.150
Biliary Fistula,C23.300.575.185.150
Biliary Tract Diseases,C06.130
Biliary Tract Neoplasms,C04.588.274.120
Biliary Tract Neoplasms,C06.130.320
Biliary Tract Neoplasms,C06.301.120
Bird Diseases,C22.131
Bird Fancier's Lung,C08.381.483.125.125
Bird Fancier's Lung,C08.674.055.125
Bird Fancier's Lung,C20.543.480.680.075.125
Bird Fancier's Lung,C24.125
Birth Injuries,C16.614.131
Birth Injuries,C26.141
Birth Weight,C23.888.144.186
Bites and Stings,C25.723.127
Bites and Stings,C26.176
"Bites, Human",C26.176.071
Blackwater Fever,C01.610.752.530.650.228
Blackwater Fever,C01.920.852.750.650.228
Urinary Bladder Calculi,C12.050.351.968.829.521
Urinary Bladder Calculi,C12.050.351.968.967.500.925
Urinary Bladder Calculi,C12.200.777.829.720
Urinary Bladder Calculi,C12.200.777.967.500.925
Urinary Bladder Calculi,C12.950.829.521
Urinary Bladder Calculi,C12.950.967.500.925
Urinary Bladder Calculi,C23.300.175.850.875
Urinary Bladder Diseases,C12.050.351.968.829
Urinary Bladder Diseases,C12.200.777.829
Urinary Bladder Diseases,C12.950.829
Bladder Exstrophy,C12.050.351.875.132
Bladder Exstrophy,C12.050.351.968.829.132
Bladder Exstrophy,C12.200.706.132
Bladder Exstrophy,C12.200.777.829.132
Bladder Exstrophy,C12.800.132
Bladder Exstrophy,C12.950.829.132
Bladder Exstrophy,C16.131.939.132
Urinary Bladder Fistula,C12.050.351.875.881.312
Urinary Bladder Fistula,C12.050.351.968.829.548
Urinary Bladder Fistula,C12.200.706.881.312
Urinary Bladder Fistula,C12.200.777.829.733
Urinary Bladder Fistula,C12.800.881.312
Urinary Bladder Fistula,C12.950.829.548
Urinary Bladder Fistula,C23.300.575.825.250
Urinary Bladder Neck Obstruction,C12.050.351.968.767.700.850
Urinary Bladder Neck Obstruction,C12.050.351.968.829.601
Urinary Bladder Neck Obstruction,C12.200.777.767.700.962
Urinary Bladder Neck Obstruction,C12.200.777.829.760
Urinary Bladder Neck Obstruction,C12.950.767.700.850
Urinary Bladder Neck Obstruction,C12.950.829.601
Urinary Bladder Neoplasms,C04.588.945.947.960
Urinary Bladder Neoplasms,C12.050.351.937.820.945
Urinary Bladder Neoplasms,C12.050.351.968.829.707
Urinary Bladder Neoplasms,C12.200.758.820.968
Urinary Bladder Neoplasms,C12.200.777.829.813
Urinary Bladder Neoplasms,C12.900.820.945
Urinary Bladder Neoplasms,C12.950.829.707
Urinary Bladder Neoplasms,C12.950.983.945
"Urinary Bladder, Neurogenic",C10.597.900
"Urinary Bladder, Neurogenic",C12.050.351.968.829.760
"Urinary Bladder, Neurogenic",C12.200.777.829.839
"Urinary Bladder, Neurogenic",C12.950.829.760
"Urinary Bladder, Neurogenic",C23.888.592.900
Blast Crisis,C04.557.337.539.250.100
Blast Crisis,C04.697.098.500.110
Blast Crisis,C15.378.190.636.370.100
Blast Crisis,C15.378.508.539.250.100
Blast Crisis,C23.550.291.500.485.100
Blast Crisis,C23.550.727.098.500.110
Blast Injuries,C26.120.126
Blastomycosis,C01.150.703.302.055
Blastomycosis,C01.150.703.534.350
Blastomycosis,C01.748.435.395
Blastomycosis,C01.800.200.055
Blastomycosis,C08.381.472.350
Blastomycosis,C08.730.435.395
Blastomycosis,C17.800.838.208.055
Blepharitis,C11.338.133
Blepharoptosis,C11.338.204
Blepharospasm,C11.338.250
Blind Loop Syndrome,C06.405.469.637.145
Blind Loop Syndrome,C18.452.603.145
Blindness,C10.597.751.941.162
Blindness,C11.966.075
Blindness,C23.888.592.763.941.162
Blister,C17.800.865.187
Blister,C23.300.122
Blood Coagulation Disorders,C15.378.100
Blood Platelet Disorders,C15.378.140
Blood Protein Disorders,C15.378.147
Bloom Syndrome,C16.131.077.137
Bloom Syndrome,C16.320.798.313
Bloom Syndrome,C18.452.284.100
Bloom Syndrome,C20.673.795.313
Bluetongue,C01.920.313.125
Bluetongue,C01.925.081.125
Bluetongue,C01.925.782.791.315
Bluetongue,C22.836.120
Body Temperature Changes,C23.888.119
Body Weight,C23.888.144
Body Weight Changes,C23.888.144.243
Bone Cysts,C04.182.089
Bone Cysts,C05.116.070
Bone Diseases,C05.116
"Bone Diseases, Developmental",C05.116.099
"Bone Diseases, Endocrine",C05.116.132
"Bone Diseases, Endocrine",C19.149
"Bone Diseases, Infectious",C01.160
"Bone Diseases, Infectious",C05.116.165
"Bone Diseases, Metabolic",C05.116.198
"Bone Diseases, Metabolic",C18.452.104
Bone Marrow Diseases,C15.378.190
Bone Neoplasms,C04.588.149
Bone Neoplasms,C05.116.231
Bone Resorption,C05.116.264
Border Disease,C01.925.782.350.675.100
Border Disease,C22.836.160
Bordetella Infections,C01.150.252.400.143
Borna Disease,C01.925.782.580.124
Borna Disease,C22.152
Borrelia Infections,C01.150.252.400.794.352
Botulism,C01.150.252.410.222.151
Botulism,C10.668.758.200
Botulism,C10.720.150
Botulism,C25.723.415.151
Boutonneuse Fever,C01.150.252.400.789.725.400.250
Boutonneuse Fever,C01.920.930.887.250
Bovine Virus Diarrhea-Mucosal Disease,C01.925.782.350.675.106
Bovine Virus Diarrhea-Mucosal Disease,C22.196.106
Bowen's Disease,C04.557.470.200.400.130
Bowen's Disease,C04.557.470.700.400.130
Bradycardia,C14.280.067.319
Bradycardia,C23.550.073.300
Brain Abscess,C01.207.090
Brain Abscess,C01.830.025.160
Brain Abscess,C10.228.140.116
Brain Abscess,C10.228.228.090
Brain Concussion,C10.228.140.199.444.250
Brain Concussion,C10.900.300.087.235.250
Brain Concussion,C10.900.300.350.300
Brain Concussion,C26.915.300.200.194.250
Brain Concussion,C26.915.300.450.500
Brain Concussion,C26.974.382.200
"Brain Damage, Chronic",C10.228.140.140
"Brain Damage, Chronic",C23.550.291.500.063
Brain Death,C10.228.140.151
Brain Death,C10.597.606.358.800.200.100
Brain Death,C23.550.260.159
Brain Diseases,C10.228.140
"Brain Diseases, Metabolic",C10.228.140.163
"Brain Diseases, Metabolic",C18.452.132
Brain Edema,C10.228.140.187
Brain Injuries,C10.228.140.199
Brain Injuries,C10.900.300.087
Brain Injuries,C26.915.300.200
Brain Neoplasms,C04.588.614.250.195
Brain Neoplasms,C10.228.140.211
Brain Neoplasms,C10.551.240.250
Branchioma,C04.182.117
Breast Diseases,C17.800.090
Breast Neoplasms,C04.588.180
Breast Neoplasms,C17.800.090.500
Breech Presentation,C12.050.703.420.183
Brenner Tumor,C04.557.450.565.590.595.150
Brenner Tumor,C04.557.470.625.150
Brenner Tumor,C12.050.351.500.056.630.705.265
Brenner Tumor,C12.050.351.937.418.685.265
Brenner Tumor,C12.100.250.056.630.705.265
Brenner Tumor,C12.900.418.685.265
Brenner Tumor,C19.391.630.705.265
Bronchial Diseases,C08.127
Bronchial Fistula,C08.127.196
Bronchial Fistula,C08.702.196
Bronchial Fistula,C23.300.575.687.225
Bronchial Neoplasms,C04.588.894.797.520.109
Bronchial Neoplasms,C08.127.265
Bronchial Neoplasms,C08.785.520.100
Bronchial Spasm,C08.127.321
Bronchiectasis,C08.127.384
Bronchiolitis,C01.748.099.135
Bronchiolitis,C08.127.446.135
Bronchiolitis,C08.381.495.146.135
Bronchiolitis,C08.730.099.135
Bronchiolitis Obliterans,C08.127.446.135.140
Bronchiolitis Obliterans,C08.381.495.146.135.140
"Bronchiolitis, Viral",C01.748.099.135.321
"Bronchiolitis, Viral",C01.925.109
"Bronchiolitis, Viral",C08.127.446.135.321
"Bronchiolitis, Viral",C08.381.495.146.135.321
"Bronchiolitis, Viral",C08.730.099.135.321
Bronchitis,C01.748.099
Bronchitis,C08.127.446
Bronchitis,C08.381.495.146
Bronchitis,C08.730.099
Bronchogenic Cyst,C04.182.195
Bronchogenic Cyst,C08.127.480
Bronchogenic Cyst,C08.695.195
Bronchogenic Cyst,C16.131.740.195
Bronchopneumonia,C01.748.610.127
Bronchopneumonia,C08.127.509
Bronchopneumonia,C08.381.677.127
Bronchopneumonia,C08.730.610.127
Bronchopulmonary Dysplasia,C08.381.520.750.500
Bronchopulmonary Dysplasia,C16.614.521.125
Bronchopulmonary Sequestration,C08.695.214
Bronchopulmonary Sequestration,C16.131.740.214
Brucellosis,C01.150.252.400.167
"Brucellosis, Bovine",C01.150.252.400.167.322
"Brucellosis, Bovine",C22.021.322
"Brucellosis, Bovine",C22.196.148
Bruxism,C07.793.099
Bulimia,C23.888.821.645.500
Bundle-Branch Block,C14.280.067.558.323
Bundle-Branch Block,C14.280.123.500.323
Bundle-Branch Block,C23.550.073.425.100
Bunyaviridae Infections,C01.925.782.147
Burkitt Lymphoma,C01.925.256.466.313.165
Burkitt Lymphoma,C01.925.928.313.165
Burkitt Lymphoma,C04.557.386.480.150.165
Burkitt Lymphoma,C15.604.515.569.480.150.165
Burkitt Lymphoma,C20.683.515.761.480.150.165
Burning Mouth Syndrome,C07.465.114
"Burnout, Professional",C24.580.500
Burns,C26.200
"Burns, Chemical",C26.200.156
"Burns, Electric",C26.200.239
"Burns, Electric",C26.324.323
"Burns, Inhalation",C26.200.322
Bursitis,C05.550.251
Byssinosis,C08.381.483.581.275
Byssinosis,C08.381.520.702.275
Byssinosis,C24.800.323
Cachexia,C23.888.144.243.963.250
Cachexia,C23.888.144.828.250
Cadaver,C23.550.260.224
Cadmium Poisoning,C25.723.522.625
Calcinosis,C18.452.174.130
Calciphylaxis,C18.452.174.130.186
Calcium Metabolism Disorders,C18.452.174
Calculi,C23.300.175
Callosities,C17.800.428.200
Campylobacter Infections,C01.150.252.400.177
Candidiasis,C01.150.703.160
"Candidiasis, Chronic Mucocutaneous",C01.150.703.160.088
"Candidiasis, Chronic Mucocutaneous",C01.150.703.302.100
"Candidiasis, Chronic Mucocutaneous",C01.800.200.100
"Candidiasis, Chronic Mucocutaneous",C17.800.838.208.165
"Candidiasis, Chronic Mucocutaneous",C23.550.291.500.250
"Candidiasis, Cutaneous",C01.150.703.160.132
"Candidiasis, Cutaneous",C01.150.703.302.105
"Candidiasis, Cutaneous",C01.800.200.105
"Candidiasis, Cutaneous",C17.800.838.208.170
"Candidiasis, Oral",C01.150.703.160.180
"Candidiasis, Oral",C07.465.130
"Candidiasis, Vulvovaginal",C01.150.703.160.190
"Candidiasis, Vulvovaginal",C12.050.351.500.894.906.820.500
"Candidiasis, Vulvovaginal",C12.050.351.500.944.902.737.500
"Candidiasis, Vulvovaginal",C12.100.250.894.906.820.500
"Candidiasis, Vulvovaginal",C12.100.250.944.902.737.500
Marijuana Abuse,C25.775.635
Caplan Syndrome,C05.550.114.154.219
Caplan Syndrome,C05.799.114.219
Caplan Syndrome,C08.381.483.581.300
Caplan Syndrome,C08.381.520.702.300
Caplan Syndrome,C17.300.775.099.219
Caplan Syndrome,C24.800.340
"Carbohydrate Metabolism, Inborn Errors",C16.320.565.202
"Carbohydrate Metabolism, Inborn Errors",C18.452.648.202
Carbon Monoxide Poisoning,C25.723.455.245
Carbon Tetrachloride Poisoning,C25.723.177
Carbuncle,C01.150.252.410.868.951.270.200
Carbuncle,C01.150.252.819.770.270.200
Carbuncle,C01.800.720.770.270.200
Carbuncle,C17.800.838.765.770.270.200
Carcinoid Heart Disease,C04.557.465.625.650.200.500.205
Carcinoid Heart Disease,C04.557.470.200.025.200.500.205
Carcinoid Heart Disease,C04.557.580.625.650.200.500.205
Carcinoid Heart Disease,C14.280.104
Carcinoid Tumor,C04.557.465.625.650.200
Carcinoid Tumor,C04.557.470.200.025.200
Carcinoid Tumor,C04.557.580.625.650.200
Carcinoma,C04.557.470.200
Carcinoma in Situ,C04.557.470.200.240
"Carcinoma 256, Walker",C04.557.435.290.210
"Carcinoma 256, Walker",C04.557.450.795.290.210
"Carcinoma 256, Walker",C04.619.045
"Carcinoma, Basal Cell",C04.557.470.200.165
"Carcinoma, Basal Cell",C04.557.470.565.165
"Carcinoma, Basosquamous",C04.557.470.200.170
"Carcinoma, Basosquamous",C04.557.470.565.170
"Adenocarcinoma, Bronchiolo-Alveolar",C04.557.470.200.025.022.500
"Adenocarcinoma, Bronchiolo-Alveolar",C04.588.894.797.520.055.500
"Carcinoma, Bronchogenic",C04.588.894.797.520.109.220
"Carcinoma, Bronchogenic",C08.381.540.140
"Carcinoma, Bronchogenic",C08.785.520.100.220
"Carcinoma, Brown-Pearce",C04.619.124
"Carcinoma, Intraductal, Noninfiltrating",C04.557.470.200.025.275
"Carcinoma, Intraductal, Noninfiltrating",C04.557.470.200.240.187.250
"Carcinoma, Intraductal, Noninfiltrating",C04.557.470.615.275
"Carcinoma, Ehrlich Tumor",C04.557.470.200.200
"Carcinoma, Ehrlich Tumor",C04.619.169
"Carcinoma, Krebs 2",C04.557.470.200.255
"Carcinoma, Krebs 2",C04.619.214
"Adenocarcinoma, Mucinous",C04.557.470.200.025.075
"Adenocarcinoma, Mucinous",C04.557.470.590.075
"Carcinoma, Non-Small-Cell Lung",C04.588.894.797.520.109.220.249
"Carcinoma, Non-Small-Cell Lung",C08.381.540.140.500
"Carcinoma, Non-Small-Cell Lung",C08.785.520.100.220.500
"Carcinoma, Papillary",C04.557.470.200.360
"Carcinoma, Papillary",C04.557.470.700.360
"Carcinoma, Renal Cell",C04.557.470.200.025.390
"Carcinoma, Renal Cell",C04.588.945.947.535.160
"Carcinoma, Renal Cell",C12.050.351.937.820.535.160
"Carcinoma, Renal Cell",C12.050.351.968.419.473.160
"Carcinoma, Renal Cell",C12.200.758.820.750.160
"Carcinoma, Renal Cell",C12.200.777.419.473.160
"Carcinoma, Renal Cell",C12.900.820.535.160
"Carcinoma, Renal Cell",C12.950.419.473.160
"Carcinoma, Renal Cell",C12.950.983.535.160
"Adenocarcinoma, Scirrhous",C04.557.470.200.025.095
"Carcinoma, Squamous Cell",C04.557.470.200.400
"Carcinoma, Squamous Cell",C04.557.470.700.400
"Carcinoma, Transitional Cell",C04.557.470.200.430
Carcinosarcoma,C04.557.435.290
Carcinosarcoma,C04.557.450.795.290
"Cardiac Output, Low",C14.280.148
"Cardiac Output, Low",C23.888.192
Cardiac Tamponade,C14.280.155
"Cardiomyopathy, Alcoholic",C14.280.238.057
"Cardiomyopathy, Alcoholic",C25.775.100.087.250
"Cardiomyopathy, Dilated",C14.280.195.160
"Cardiomyopathy, Dilated",C14.280.238.070
"Cardiomyopathy, Dilated",C16.320.488.750
"Cardiomyopathy, Hypertrophic",C14.280.238.100
"Cardiomyopathy, Hypertrophic",C14.280.484.048.750.070.160
"Cardiomyopathy, Restrictive",C14.280.238.160
Cardiovascular Diseases,C14
Carotid Artery Diseases,C10.228.140.300.200
Carotid Artery Diseases,C14.907.253.123
Carotid Artery Thrombosis,C10.228.140.300.200.355
Carotid Artery Thrombosis,C14.907.253.123.355
Carotid Artery Thrombosis,C14.907.253.566.206
Carotid Artery Thrombosis,C14.907.355.590.213.206
Carotid Body Tumor,C04.557.465.625.650.700.705.220
Carotid Body Tumor,C04.557.580.625.650.700.705.220
Carpal Tunnel Syndrome,C10.668.829.500.500.200
Carpal Tunnel Syndrome,C10.668.829.550.200
Carpal Tunnel Syndrome,C26.844.150.206
Cartilage Diseases,C05.182
Cartilage Diseases,C17.300.182
Cat Diseases,C22.180
Cat-Scratch Disease,C01.150.252.400.126.100.150
Cat-Scratch Disease,C15.604.315.249
Catalepsy,C10.597.350.200
Catalepsy,C23.888.592.350.200
Cataplexy,C10.886.425.800.200.750.500
Cataract,C11.510.245
Catastrophic Illness,C23.550.291.250
Catatonia,C10.597.606.115
Catatonia,C23.888.592.604.115
Cattle Diseases,C22.196
Causalgia,C10.177.195.200
Causalgia,C10.668.829.250.200
Causalgia,C10.668.829.600.200
Cecal Diseases,C06.405.469.110
Cecal Neoplasms,C04.588.274.476.411.184
Cecal Neoplasms,C06.301.371.411.184
Cecal Neoplasms,C06.405.249.411.184
Cecal Neoplasms,C06.405.469.110.417
Cecal Neoplasms,C06.405.469.491.184
Celiac Disease,C06.405.469.637.250
Celiac Disease,C18.452.603.250
"Cell Transformation, Neoplastic",C04.697.098.500
"Cell Transformation, Neoplastic",C23.550.727.098.500
"Cell Transformation, Viral",C04.697.098.500.160
"Cell Transformation, Viral",C23.550.727.098.500.160
Cellulitis,C01.800.130
Cellulitis,C01.830.200
Cellulitis,C17.300.185
Cellulitis,C23.550.470.756.200
Cementoma,C04.557.695.210
Central Nervous System Diseases,C10.228
Central Nervous System Infections,C01.207
Central Nervous System Infections,C10.228.228
Cerebellar Ataxia,C10.228.140.252.190
Cerebellar Ataxia,C10.597.350.090.500
Cerebellar Ataxia,C23.888.592.350.090.200
Cerebellar Diseases,C10.228.140.252
Myoclonic Cerebellar Dyssynergia,C10.228.140.252.700.250
Myoclonic Cerebellar Dyssynergia,C10.228.854.787.500
Myoclonic Cerebellar Dyssynergia,C10.574.500.825.250
Myoclonic Cerebellar Dyssynergia,C16.320.400.780.500
Cerebellar Neoplasms,C04.588.614.250.195.411.211
Cerebellar Neoplasms,C10.228.140.211.500.200
Cerebellar Neoplasms,C10.228.140.252.200
Cerebellar Neoplasms,C10.551.240.250.400.300
Intracranial Aneurysm,C10.228.140.300.510.600
Intracranial Aneurysm,C14.907.055.635
Intracranial Aneurysm,C14.907.253.560.300
"Hypoxia, Brain",C10.228.140.624
"Hypoxia, Brain",C23.888.852.079.797
Intracranial Arteriosclerosis,C10.228.140.300.510.800
Intracranial Arteriosclerosis,C14.907.137.126.372
Intracranial Arteriosclerosis,C14.907.253.560.350
Intracranial Arteriovenous Malformations,C10.228.140.300.520
Intracranial Arteriovenous Malformations,C10.500.190.500
Intracranial Arteriovenous Malformations,C14.240.850.750.295
Intracranial Arteriovenous Malformations,C14.240.850.875.500
Intracranial Arteriovenous Malformations,C14.907.150.295
Intracranial Arteriovenous Malformations,C14.907.253.560.400
Intracranial Arteriovenous Malformations,C16.131.240.850.750.295
Intracranial Arteriovenous Malformations,C16.131.240.850.875.500
Intracranial Arteriovenous Malformations,C16.131.666.190.500
Cerebral Arterial Diseases,C10.228.140.300.510.200
Cerebral Arterial Diseases,C14.907.253.560.200
Intracranial Embolism and Thrombosis,C10.228.140.300.525
Intracranial Embolism and Thrombosis,C14.907.253.566
Intracranial Embolism and Thrombosis,C14.907.355.590.213
Cerebral Hemorrhage,C10.228.140.300.535.200
Cerebral Hemorrhage,C14.907.253.573.200
Cerebral Hemorrhage,C23.550.414.913.100
Cerebral Infarction,C10.228.140.300.150.477.200
Cerebral Infarction,C10.228.140.300.775.200.200
Cerebral Infarction,C14.907.253.092.477.200
Cerebral Infarction,C14.907.253.855.200.200
Cerebral Infarction,C23.550.513.355.250.200
Cerebral Infarction,C23.550.717.489.250.200
Brain Ischemia,C10.228.140.300.150
Brain Ischemia,C14.907.253.092
"Ischemic Attack, Transient",C10.228.140.300.150.836
"Ischemic Attack, Transient",C14.907.253.092.836
Cerebral Palsy,C10.228.140.140.254
Diffuse Cerebral Sclerosis of Schilder,C10.114.375.112
Diffuse Cerebral Sclerosis of Schilder,C10.228.140.400
Diffuse Cerebral Sclerosis of Schilder,C10.228.140.695.562.112
Diffuse Cerebral Sclerosis of Schilder,C10.314.350.112
Diffuse Cerebral Sclerosis of Schilder,C20.111.258.250.175
Cerebral Ventricle Neoplasms,C04.588.614.250.195.205
Cerebral Ventricle Neoplasms,C10.228.140.211.280
Cerebral Ventricle Neoplasms,C10.551.240.250.200
Cerebrospinal Fluid Otorrhea,C10.597.114.500
Cerebrospinal Fluid Otorrhea,C10.900.300.109.500
Cerebrospinal Fluid Otorrhea,C23.888.592.114.249
Cerebrospinal Fluid Otorrhea,C26.915.300.225.500
Cerebrospinal Fluid Rhinorrhea,C10.597.114.750
Cerebrospinal Fluid Rhinorrhea,C10.900.300.109.750
Cerebrospinal Fluid Rhinorrhea,C23.888.592.114.624
Cerebrospinal Fluid Rhinorrhea,C23.888.852.834.500
Cerebrospinal Fluid Rhinorrhea,C26.915.300.225.750
Cerebrovascular Disorders,C10.228.140.300
Cerebrovascular Disorders,C14.907.253
Cervical Rib Syndrome,C10.668.829.550.850.200
Cervical Rib Syndrome,C14.907.863.200
Cervical Rib Syndrome,C16.131.621.174
Uterine Cervicitis,C12.050.351.500.852.593.150
Uterine Cervicitis,C12.100.250.852.593.150
Uterine Cervical Diseases,C12.050.351.500.852.593
Uterine Cervical Diseases,C12.100.250.852.593
Uterine Cervical Dysplasia,C04.834.818
Uterine Cervical Dysplasia,C12.050.351.500.852.593.074
Uterine Cervical Dysplasia,C12.100.250.852.593.074
Uterine Cervical Erosion,C12.050.351.500.852.593.112
Uterine Cervical Erosion,C12.100.250.852.593.112
Uterine Cervical Incompetence,C12.050.351.500.852.593.120
Uterine Cervical Incompetence,C12.050.703.039.089.339
Uterine Cervical Incompetence,C12.100.250.852.593.120
Uterine Cervical Neoplasms,C04.588.945.418.948.850
Uterine Cervical Neoplasms,C12.050.351.500.852.593.131
Uterine Cervical Neoplasms,C12.050.351.500.852.762.850
Uterine Cervical Neoplasms,C12.050.351.937.418.875.850
